input	lexicon	candidate	obs.prob	tab.prob	ABN	AFL	AFNL	AFLL
oE491_nak	oE_nak	oE_nak	.5	22	0	1	1	0
oE491_nak	oE_nak	oE_nek	.5	22	1	0	0	0
oe491_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe491_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi492_nak	oi_nak	oi_nak	.7	335	0	1	0	0
oi492_nak	oi_nak	oi_nek	.3	335	1	0	0	0
oE492_nak	oE_nak	oE_nak	.5	231	0	1	1	0
oE492_nak	oE_nak	oE_nek	.5	231	1	0	0	0
oe492_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe492_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi493_nak	oi_nak	oi_nak	.7	24	0	1	0	0
oi493_nak	oi_nak	oi_nek	.3	24	1	0	0	0
oE493_nak	oE_nak	oE_nak	.5	26	0	1	1	0
oE493_nak	oE_nak	oE_nek	.5	26	1	0	0	0
oe493_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe493_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi494_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi494_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE494_nak	oE_nak	oE_nak	.5	19	0	1	1	0
oE494_nak	oE_nak	oE_nek	.5	19	1	0	0	0
oe494_nak	oe_nak	oe_nak	.3	170	0	1	1	1
oe494_nak	oe_nak	oe_nek	.7	170	1	0	0	0
oi495_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi495_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE495_nak	oE_nak	oE_nak	.5	94	0	1	1	0
oE495_nak	oE_nak	oE_nek	.5	94	1	0	0	0
oe495_nak	oe_nak	oe_nak	.3	24	0	1	1	1
oe495_nak	oe_nak	oe_nek	.7	24	1	0	0	0
oi496_nak	oi_nak	oi_nak	.7	309	0	1	0	0
oi496_nak	oi_nak	oi_nek	.3	309	1	0	0	0
oE496_nak	oE_nak	oE_nak	.5	124	0	1	1	0
oE496_nak	oE_nak	oE_nek	.5	124	1	0	0	0
oe496_nak	oe_nak	oe_nak	.3	304	0	1	1	1
oe496_nak	oe_nak	oe_nek	.7	304	1	0	0	0
oi497_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi497_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE497_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE497_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe497_nak	oe_nak	oe_nak	.3	326	0	1	1	1
oe497_nak	oe_nak	oe_nek	.7	326	1	0	0	0
oi498_nak	oi_nak	oi_nak	.7	115	0	1	0	0
oi498_nak	oi_nak	oi_nek	.3	115	1	0	0	0
oE498_nak	oE_nak	oE_nak	.5	63	0	1	1	0
oE498_nak	oE_nak	oE_nek	.5	63	1	0	0	0
oe498_nak	oe_nak	oe_nak	.3	166	0	1	1	1
oe498_nak	oe_nak	oe_nek	.7	166	1	0	0	0
oi499_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi499_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE499_nak	oE_nak	oE_nak	.5	34	0	1	1	0
oE499_nak	oE_nak	oE_nek	.5	34	1	0	0	0
oe499_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe499_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi500_nak	oi_nak	oi_nak	.7	83	0	1	0	0
oi500_nak	oi_nak	oi_nek	.3	83	1	0	0	0
oE500_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE500_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe500_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe500_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi501_nak	oi_nak	oi_nak	.7	30	0	1	0	0
oi501_nak	oi_nak	oi_nek	.3	30	1	0	0	0
oE501_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE501_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe501_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe501_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi502_nak	oi_nak	oi_nak	.7	48	0	1	0	0
oi502_nak	oi_nak	oi_nek	.3	48	1	0	0	0
oE502_nak	oE_nak	oE_nak	.5	36	0	1	1	0
oE502_nak	oE_nak	oE_nek	.5	36	1	0	0	0
oe502_nak	oe_nak	oe_nak	.3	60	0	1	1	1
oe502_nak	oe_nak	oe_nek	.7	60	1	0	0	0
oi503_nak	oi_nak	oi_nak	.7	23	0	1	0	0
oi503_nak	oi_nak	oi_nek	.3	23	1	0	0	0
oE503_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE503_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe503_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe503_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi504_nak	oi_nak	oi_nak	.7	7	0	1	0	0
oi504_nak	oi_nak	oi_nek	.3	7	1	0	0	0
oE504_nak	oE_nak	oE_nak	.5	292	0	1	1	0
oE504_nak	oE_nak	oE_nek	.5	292	1	0	0	0
oe504_nak	oe_nak	oe_nak	.3	90	0	1	1	1
oe504_nak	oe_nak	oe_nek	.7	90	1	0	0	0
oi505_nak	oi_nak	oi_nak	.7	306	0	1	0	0
oi505_nak	oi_nak	oi_nek	.3	306	1	0	0	0
oE505_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE505_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe505_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe505_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi506_nak	oi_nak	oi_nak	.7	198	0	1	0	0
oi506_nak	oi_nak	oi_nek	.3	198	1	0	0	0
oE506_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE506_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe506_nak	oe_nak	oe_nak	.3	259	0	1	1	1
oe506_nak	oe_nak	oe_nek	.7	259	1	0	0	0
oi507_nak	oi_nak	oi_nak	.7	143	0	1	0	0
oi507_nak	oi_nak	oi_nek	.3	143	1	0	0	0
oE507_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE507_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe507_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe507_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi508_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi508_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE508_nak	oE_nak	oE_nak	.5	29	0	1	1	0
oE508_nak	oE_nak	oE_nek	.5	29	1	0	0	0
oe508_nak	oe_nak	oe_nak	.3	27	0	1	1	1
oe508_nak	oe_nak	oe_nek	.7	27	1	0	0	0
oi509_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi509_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE509_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE509_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe509_nak	oe_nak	oe_nak	.3	5	0	1	1	1
oe509_nak	oe_nak	oe_nek	.7	5	1	0	0	0
oi510_nak	oi_nak	oi_nak	.7	17	0	1	0	0
oi510_nak	oi_nak	oi_nek	.3	17	1	0	0	0
oE510_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE510_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe510_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe510_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi511_nak	oi_nak	oi_nak	.7	135	0	1	0	0
oi511_nak	oi_nak	oi_nek	.3	135	1	0	0	0
oE511_nak	oE_nak	oE_nak	.5	205	0	1	1	0
oE511_nak	oE_nak	oE_nek	.5	205	1	0	0	0
oe511_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe511_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi512_nak	oi_nak	oi_nak	.7	18	0	1	0	0
oi512_nak	oi_nak	oi_nek	.3	18	1	0	0	0
oE512_nak	oE_nak	oE_nak	.5	329	0	1	1	0
oE512_nak	oE_nak	oE_nek	.5	329	1	0	0	0
oe512_nak	oe_nak	oe_nak	.3	64	0	1	1	1
oe512_nak	oe_nak	oe_nek	.7	64	1	0	0	0
oi513_nak	oi_nak	oi_nak	.7	54	0	1	0	0
oi513_nak	oi_nak	oi_nek	.3	54	1	0	0	0
oE513_nak	oE_nak	oE_nak	.5	25	0	1	1	0
oE513_nak	oE_nak	oE_nek	.5	25	1	0	0	0
oe513_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe513_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi514_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi514_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE514_nak	oE_nak	oE_nak	.5	12	0	1	1	0
oE514_nak	oE_nak	oE_nek	.5	12	1	0	0	0
oe514_nak	oe_nak	oe_nak	.3	338	0	1	1	1
oe514_nak	oe_nak	oe_nek	.7	338	1	0	0	0
oi515_nak	oi_nak	oi_nak	.7	75	0	1	0	0
oi515_nak	oi_nak	oi_nek	.3	75	1	0	0	0
oE515_nak	oE_nak	oE_nak	.5	335	0	1	1	0
oE515_nak	oE_nak	oE_nek	.5	335	1	0	0	0
oe515_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe515_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi516_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi516_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE516_nak	oE_nak	oE_nak	.5	141	0	1	1	0
oE516_nak	oE_nak	oE_nek	.5	141	1	0	0	0
oe516_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe516_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi517_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi517_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE517_nak	oE_nak	oE_nak	.5	147	0	1	1	0
oE517_nak	oE_nak	oE_nek	.5	147	1	0	0	0
oe517_nak	oe_nak	oe_nak	.3	327	0	1	1	1
oe517_nak	oe_nak	oe_nek	.7	327	1	0	0	0
oi518_nak	oi_nak	oi_nak	.7	96	0	1	0	0
oi518_nak	oi_nak	oi_nek	.3	96	1	0	0	0
oE518_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE518_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe518_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe518_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi519_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi519_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE519_nak	oE_nak	oE_nak	.5	27	0	1	1	0
oE519_nak	oE_nak	oE_nek	.5	27	1	0	0	0
oe519_nak	oe_nak	oe_nak	.3	174	0	1	1	1
oe519_nak	oe_nak	oe_nek	.7	174	1	0	0	0
oi520_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi520_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE520_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE520_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe520_nak	oe_nak	oe_nak	.3	42	0	1	1	1
oe520_nak	oe_nak	oe_nek	.7	42	1	0	0	0
oi521_nak	oi_nak	oi_nak	.7	53	0	1	0	0
oi521_nak	oi_nak	oi_nek	.3	53	1	0	0	0
oE521_nak	oE_nak	oE_nak	.5	132	0	1	1	0
oE521_nak	oE_nak	oE_nek	.5	132	1	0	0	0
oe521_nak	oe_nak	oe_nak	.3	19	0	1	1	1
oe521_nak	oe_nak	oe_nek	.7	19	1	0	0	0
oi522_nak	oi_nak	oi_nak	.7	40	0	1	0	0
oi522_nak	oi_nak	oi_nek	.3	40	1	0	0	0
oE522_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE522_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe522_nak	oe_nak	oe_nak	.3	39	0	1	1	1
oe522_nak	oe_nak	oe_nek	.7	39	1	0	0	0
oi523_nak	oi_nak	oi_nak	.7	39	0	1	0	0
oi523_nak	oi_nak	oi_nek	.3	39	1	0	0	0
oE523_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE523_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe523_nak	oe_nak	oe_nak	.3	15	0	1	1	1
oe523_nak	oe_nak	oe_nek	.7	15	1	0	0	0
oi524_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi524_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE524_nak	oE_nak	oE_nak	.5	364	0	1	1	0
oE524_nak	oE_nak	oE_nek	.5	364	1	0	0	0
oe524_nak	oe_nak	oe_nak	.3	289	0	1	1	1
oe524_nak	oe_nak	oe_nek	.7	289	1	0	0	0
oi525_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi525_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE525_nak	oE_nak	oE_nak	.5	16	0	1	1	0
oE525_nak	oE_nak	oE_nek	.5	16	1	0	0	0
oe525_nak	oe_nak	oe_nak	.3	28	0	1	1	1
oe525_nak	oe_nak	oe_nek	.7	28	1	0	0	0
oi526_nak	oi_nak	oi_nak	.7	203	0	1	0	0
oi526_nak	oi_nak	oi_nek	.3	203	1	0	0	0
oE526_nak	oE_nak	oE_nak	.5	66	0	1	1	0
oE526_nak	oE_nak	oE_nek	.5	66	1	0	0	0
oe526_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe526_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi527_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi527_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE527_nak	oE_nak	oE_nak	.5	94	0	1	1	0
oE527_nak	oE_nak	oE_nek	.5	94	1	0	0	0
oe527_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe527_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi528_nak	oi_nak	oi_nak	.7	33	0	1	0	0
oi528_nak	oi_nak	oi_nek	.3	33	1	0	0	0
oE528_nak	oE_nak	oE_nak	.5	261	0	1	1	0
oE528_nak	oE_nak	oE_nek	.5	261	1	0	0	0
oe528_nak	oe_nak	oe_nak	.3	116	0	1	1	1
oe528_nak	oe_nak	oe_nek	.7	116	1	0	0	0
oi529_nak	oi_nak	oi_nak	.7	329	0	1	0	0
oi529_nak	oi_nak	oi_nek	.3	329	1	0	0	0
oE529_nak	oE_nak	oE_nak	.5	61	0	1	1	0
oE529_nak	oE_nak	oE_nek	.5	61	1	0	0	0
oe529_nak	oe_nak	oe_nak	.3	42	0	1	1	1
oe529_nak	oe_nak	oe_nek	.7	42	1	0	0	0
oi530_nak	oi_nak	oi_nak	.7	96	0	1	0	0
oi530_nak	oi_nak	oi_nek	.3	96	1	0	0	0
oE530_nak	oE_nak	oE_nak	.5	235	0	1	1	0
oE530_nak	oE_nak	oE_nek	.5	235	1	0	0	0
oe530_nak	oe_nak	oe_nak	.3	121	0	1	1	1
oe530_nak	oe_nak	oe_nek	.7	121	1	0	0	0
oi531_nak	oi_nak	oi_nak	.7	171	0	1	0	0
oi531_nak	oi_nak	oi_nek	.3	171	1	0	0	0
oE531_nak	oE_nak	oE_nak	.5	198	0	1	1	0
oE531_nak	oE_nak	oE_nek	.5	198	1	0	0	0
oe531_nak	oe_nak	oe_nak	.3	24	0	1	1	1
oe531_nak	oe_nak	oe_nek	.7	24	1	0	0	0
oi532_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi532_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE532_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE532_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe532_nak	oe_nak	oe_nak	.3	209	0	1	1	1
oe532_nak	oe_nak	oe_nek	.7	209	1	0	0	0
oi533_nak	oi_nak	oi_nak	.7	15	0	1	0	0
oi533_nak	oi_nak	oi_nek	.3	15	1	0	0	0
oE533_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE533_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe533_nak	oe_nak	oe_nak	.3	58	0	1	1	1
oe533_nak	oe_nak	oe_nek	.7	58	1	0	0	0
oi534_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi534_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE534_nak	oE_nak	oE_nak	.5	55	0	1	1	0
oE534_nak	oE_nak	oE_nek	.5	55	1	0	0	0
oe534_nak	oe_nak	oe_nak	.3	27	0	1	1	1
oe534_nak	oe_nak	oe_nek	.7	27	1	0	0	0
oi535_nak	oi_nak	oi_nak	.7	103	0	1	0	0
oi535_nak	oi_nak	oi_nek	.3	103	1	0	0	0
oE535_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE535_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe535_nak	oe_nak	oe_nak	.3	124	0	1	1	1
oe535_nak	oe_nak	oe_nek	.7	124	1	0	0	0
oi536_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi536_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE536_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE536_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe536_nak	oe_nak	oe_nak	.3	13	0	1	1	1
oe536_nak	oe_nak	oe_nek	.7	13	1	0	0	0
oi537_nak	oi_nak	oi_nak	.7	344	0	1	0	0
oi537_nak	oi_nak	oi_nek	.3	344	1	0	0	0
oE537_nak	oE_nak	oE_nak	.5	19	0	1	1	0
oE537_nak	oE_nak	oE_nek	.5	19	1	0	0	0
oe537_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe537_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi538_nak	oi_nak	oi_nak	.7	119	0	1	0	0
oi538_nak	oi_nak	oi_nek	.3	119	1	0	0	0
oE538_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE538_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe538_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe538_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi539_nak	oi_nak	oi_nak	.7	293	0	1	0	0
oi539_nak	oi_nak	oi_nek	.3	293	1	0	0	0
oE539_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE539_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe539_nak	oe_nak	oe_nak	.3	72	0	1	1	1
oe539_nak	oe_nak	oe_nek	.7	72	1	0	0	0
oi540_nak	oi_nak	oi_nak	.7	121	0	1	0	0
oi540_nak	oi_nak	oi_nek	.3	121	1	0	0	0
oE540_nak	oE_nak	oE_nak	.5	247	0	1	1	0
oE540_nak	oE_nak	oE_nek	.5	247	1	0	0	0
oe540_nak	oe_nak	oe_nak	.3	15	0	1	1	1
oe540_nak	oe_nak	oe_nek	.7	15	1	0	0	0
oi541_nak	oi_nak	oi_nak	.7	162	0	1	0	0
oi541_nak	oi_nak	oi_nek	.3	162	1	0	0	0
oE541_nak	oE_nak	oE_nak	.5	36	0	1	1	0
oE541_nak	oE_nak	oE_nek	.5	36	1	0	0	0
oe541_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe541_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi542_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi542_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE542_nak	oE_nak	oE_nak	.5	94	0	1	1	0
oE542_nak	oE_nak	oE_nek	.5	94	1	0	0	0
oe542_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe542_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi543_nak	oi_nak	oi_nak	.7	7	0	1	0	0
oi543_nak	oi_nak	oi_nek	.3	7	1	0	0	0
oE543_nak	oE_nak	oE_nak	.5	16	0	1	1	0
oE543_nak	oE_nak	oE_nek	.5	16	1	0	0	0
oe543_nak	oe_nak	oe_nak	.3	281	0	1	1	1
oe543_nak	oe_nak	oe_nek	.7	281	1	0	0	0
oi544_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi544_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE544_nak	oE_nak	oE_nak	.5	31	0	1	1	0
oE544_nak	oE_nak	oE_nek	.5	31	1	0	0	0
oe544_nak	oe_nak	oe_nak	.3	100	0	1	1	1
oe544_nak	oe_nak	oe_nek	.7	100	1	0	0	0
oi545_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi545_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE545_nak	oE_nak	oE_nak	.5	5	0	1	1	0
oE545_nak	oE_nak	oE_nek	.5	5	1	0	0	0
oe545_nak	oe_nak	oe_nak	.3	294	0	1	1	1
oe545_nak	oe_nak	oe_nek	.7	294	1	0	0	0
oi546_nak	oi_nak	oi_nak	.7	109	0	1	0	0
oi546_nak	oi_nak	oi_nek	.3	109	1	0	0	0
oE546_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE546_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe546_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe546_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi547_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi547_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE547_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE547_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe547_nak	oe_nak	oe_nak	.3	45	0	1	1	1
oe547_nak	oe_nak	oe_nek	.7	45	1	0	0	0
oi548_nak	oi_nak	oi_nak	.7	6	0	1	0	0
oi548_nak	oi_nak	oi_nek	.3	6	1	0	0	0
oE548_nak	oE_nak	oE_nak	.5	232	0	1	1	0
oE548_nak	oE_nak	oE_nek	.5	232	1	0	0	0
oe548_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe548_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi549_nak	oi_nak	oi_nak	.7	111	0	1	0	0
oi549_nak	oi_nak	oi_nek	.3	111	1	0	0	0
oE549_nak	oE_nak	oE_nak	.5	277	0	1	1	0
oE549_nak	oE_nak	oE_nek	.5	277	1	0	0	0
oe549_nak	oe_nak	oe_nak	.3	171	0	1	1	1
oe549_nak	oe_nak	oe_nek	.7	171	1	0	0	0
oi550_nak	oi_nak	oi_nak	.7	241	0	1	0	0
oi550_nak	oi_nak	oi_nek	.3	241	1	0	0	0
oE550_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE550_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe550_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe550_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi551_nak	oi_nak	oi_nak	.7	45	0	1	0	0
oi551_nak	oi_nak	oi_nek	.3	45	1	0	0	0
oE551_nak	oE_nak	oE_nak	.5	284	0	1	1	0
oE551_nak	oE_nak	oE_nek	.5	284	1	0	0	0
oe551_nak	oe_nak	oe_nak	.3	24	0	1	1	1
oe551_nak	oe_nak	oe_nek	.7	24	1	0	0	0
oi552_nak	oi_nak	oi_nak	.7	142	0	1	0	0
oi552_nak	oi_nak	oi_nek	.3	142	1	0	0	0
oE552_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE552_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe552_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe552_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi553_nak	oi_nak	oi_nak	.7	21	0	1	0	0
oi553_nak	oi_nak	oi_nek	.3	21	1	0	0	0
oE553_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE553_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe553_nak	oe_nak	oe_nak	.3	47	0	1	1	1
oe553_nak	oe_nak	oe_nek	.7	47	1	0	0	0
oi554_nak	oi_nak	oi_nak	.7	75	0	1	0	0
oi554_nak	oi_nak	oi_nek	.3	75	1	0	0	0
oE554_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE554_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe554_nak	oe_nak	oe_nak	.3	46	0	1	1	1
oe554_nak	oe_nak	oe_nek	.7	46	1	0	0	0
oi555_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi555_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE555_nak	oE_nak	oE_nak	.5	21	0	1	1	0
oE555_nak	oE_nak	oE_nek	.5	21	1	0	0	0
oe555_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe555_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi556_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi556_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE556_nak	oE_nak	oE_nak	.5	150	0	1	1	0
oE556_nak	oE_nak	oE_nek	.5	150	1	0	0	0
oe556_nak	oe_nak	oe_nak	.3	224	0	1	1	1
oe556_nak	oe_nak	oe_nek	.7	224	1	0	0	0
oi557_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi557_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE557_nak	oE_nak	oE_nak	.5	21	0	1	1	0
oE557_nak	oE_nak	oE_nek	.5	21	1	0	0	0
oe557_nak	oe_nak	oe_nak	.3	79	0	1	1	1
oe557_nak	oe_nak	oe_nek	.7	79	1	0	0	0
oi558_nak	oi_nak	oi_nak	.7	65	0	1	0	0
oi558_nak	oi_nak	oi_nek	.3	65	1	0	0	0
oE558_nak	oE_nak	oE_nak	.5	208	0	1	1	0
oE558_nak	oE_nak	oE_nek	.5	208	1	0	0	0
oe558_nak	oe_nak	oe_nak	.3	8	0	1	1	1
oe558_nak	oe_nak	oe_nek	.7	8	1	0	0	0
oi559_nak	oi_nak	oi_nak	.7	20	0	1	0	0
oi559_nak	oi_nak	oi_nek	.3	20	1	0	0	0
oE559_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE559_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe559_nak	oe_nak	oe_nak	.3	46	0	1	1	1
oe559_nak	oe_nak	oe_nek	.7	46	1	0	0	0
oi560_nak	oi_nak	oi_nak	.7	57	0	1	0	0
oi560_nak	oi_nak	oi_nek	.3	57	1	0	0	0
oE560_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE560_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe560_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe560_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi561_nak	oi_nak	oi_nak	.7	218	0	1	0	0
oi561_nak	oi_nak	oi_nek	.3	218	1	0	0	0
oE561_nak	oE_nak	oE_nak	.5	16	0	1	1	0
oE561_nak	oE_nak	oE_nek	.5	16	1	0	0	0
oe561_nak	oe_nak	oe_nak	.3	41	0	1	1	1
oe561_nak	oe_nak	oe_nek	.7	41	1	0	0	0
oi562_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi562_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE562_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE562_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe562_nak	oe_nak	oe_nak	.3	324	0	1	1	1
oe562_nak	oe_nak	oe_nek	.7	324	1	0	0	0
oi563_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi563_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE563_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE563_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe563_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe563_nak	oe_nak	oe_nek	.7	6	1	0	0	0
